ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp126,glaciers,2100,fixed,2000,8.265274285308722,8.300212668288331,7.225325060058159,9.47285869161486,2.247533631556701,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2100,joint,2000,7.4561097166553765,7.657024357838136,5.91043575497979,10.126813188113783,4.216377433133992,1.8760019311540261,0.9021006997805734,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,fixed,2000,10.231843413775188,10.267781566883997,8.78658599318011,11.865072449348103,3.078486456167994,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,joint,2000,8.885982627079493,9.177476539120565,6.814320436461674,12.605375183132391,5.791054746670717,1.881136990246579,0.8684635082585651,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,fixed,2000,12.931777040215398,12.986909615866594,10.833038487451242,15.375860140917975,4.542821653466733,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,joint,2000,10.805082562958944,11.171837824061184,7.965279285733789,15.7577101702546,7.79243088452081,1.7153283749482493,0.8355450708249273,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,fixed,2000,6.402864636345647,6.38727273251117,5.178337165097258,7.525608856156128,2.3472716910588707,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,joint,2000,5.844174004361708,5.960810446985186,4.536391365403771,7.748398681418128,3.2120073160143567,1.3684003126904316,0.9127436446473426,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,fixed,2000,8.58618671990671,8.593445335757643,6.699338938724629,10.512881395218823,3.8135424564941944,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,joint,2000,7.532780240178164,7.725336667389425,5.510990902740309,10.58722831882929,5.076237416088981,1.3311081426258953,0.8773138164714882,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2300,fixed,2000,12.258569457571934,12.36074431248416,8.993114166022364,16.07812875559049,7.085014589568127,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2300,joint,2000,10.09898067001813,10.542890533682472,6.738961463600262,15.828077528783048,9.089116065182786,1.2828648339786723,0.8238302768501379,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2100,fixed,2000,5.074410089781313,8.159118405320122,3.7070613875804073,35.990931426867895,32.283870039287486,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2100,joint,2000,4.404691031464841,7.378838599524231,3.1694390863883397,34.38942871365248,31.219989627264138,0.9670460694232547,0.868020312417175,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2150,fixed,2000,7.992982075786484,12.789151490887201,5.7632437935404965,51.883364919911585,46.12012112637109,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2150,joint,2000,6.578317004921061,11.447686943758063,4.622160296974454,46.19623582020812,41.57407552323367,0.9014303195197371,0.823011604748754,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2300,fixed,2000,16.17146842657226,24.234324969001875,11.57051360261247,65.81601469144496,54.24550108883249,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2300,joint,2000,12.26422452389006,22.421266484381576,8.232184773184196,71.71134401888736,63.479159245703165,1.170219796509016,0.7583865732154549,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,te,2100,fixed,2000,15.92025890688754,15.907907577976163,14.144509137204016,17.710136659774967,3.565627522570951,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,te,2100,joint,2000,10.657581038981688,11.013392683486135,6.135671594882009,17.336174833582714,11.200503238700705,3.1412432083272464,0.6694351581412364,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,te,2150,fixed,2000,19.909273701514216,19.893827596691903,17.688588196535697,22.147627127982062,4.459038931446365,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,te,2150,joint,2000,12.704244315376279,13.494659998647542,7.0416602567391715,22.592465148214007,15.550804891474836,3.487479057831565,0.6381068694841463,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
