block,component,scenario,horizon,metric,arm,value,unit,value_sigma,note,verdict
H,ais,,,hindcast/full,L24,0.029200706083468583,cm,0.1743906558011573,bias -0.0042 cm = -0.02 sd; cov90 85%; n=126,PASS
H,ais,,,hindcast/full,BRICK 2.0,1.5740321319754174,cm,9.400337613845842,bias -1.1500 cm = -6.87 sd; cov90 25%; n=126,FAIL
H,ais,,,hindcast/1920-1949,L24,0.009939948669912876,cm,0.05936274836029729,bias -0.0096 cm = -0.06 sd; cov90 100%; n=30,PASS
H,ais,,,hindcast/1920-1949,BRICK 2.0,1.956500704076299,cm,11.684492829865269,bias -1.9306 cm = -11.53 sd; cov90 0%; n=30,FAIL
H,ais,,,hindcast/1950-1992,L24,0.00837556032358742,cm,0.050020004768291035,bias +0.0027 cm = +0.02 sd; cov90 98%; n=43,PASS
H,ais,,,hindcast/1950-1992,BRICK 2.0,0.8044482077952655,cm,4.804275969028828,bias -0.7067 cm = -4.22 sd; cov90 0%; n=43,FAIL
H,ais,,,hindcast/1993-2026,L24,0.05504947120694291,cm,0.3287630565454245,bias -0.0057 cm = -0.03 sd; cov90 45%; n=33,PASS
H,ais,,,hindcast/1993-2026,BRICK 2.0,0.08138000911524818,cm,0.4860126709999923,bias +0.0424 cm = +0.25 sd; cov90 97%; n=33,PASS
H,glaciers,,,hindcast/full,L24,0.648418588953936,cm,1.4117914118551893,bias +0.3694 cm = +0.80 sd; cov90 44%; n=124,PASS
H,glaciers,,,hindcast/full,BRICK 2.0,1.5474937255553283,cm,3.369333311624119,bias +0.9400 cm = +2.05 sd; cov90 42%; n=124,WARN
H,glaciers,,,hindcast/1920-1949,L24,0.5909036165705763,cm,1.2865649833610426,bias +0.5283 cm = +1.15 sd; cov90 20%; n=30,WARN
H,glaciers,,,hindcast/1920-1949,BRICK 2.0,1.5931687653849735,cm,3.4687808445390305,bias +1.4701 cm = +3.20 sd; cov90 0%; n=30,FAIL
H,glaciers,,,hindcast/1950-1992,L24,0.13470852729469177,cm,0.29329871965132187,bias +0.0783 cm = +0.17 sd; cov90 56%; n=43,PASS
H,glaciers,,,hindcast/1950-1992,BRICK 2.0,0.1269048162459891,cm,0.27630782453073094,bias +0.0552 cm = +0.12 sd; cov90 95%; n=43,PASS
H,glaciers,,,hindcast/1993-2026,L24,0.08736573847839238,cm,0.19022002357021123,bias -0.0522 cm = -0.11 sd; cov90 81%; n=31,PASS
H,glaciers,,,hindcast/1993-2026,BRICK 2.0,0.21428384839489736,cm,0.46655679219691054,bias +0.1441 cm = +0.31 sd; cov90 35%; n=31,PASS
H,gis,,,hindcast/full,L24,0.059845410509468316,cm,0.32670689462473895,bias +0.0042 cm = +0.02 sd; cov90 60%; n=126,PASS
H,gis,,,hindcast/full,BRICK 2.0,0.703015155566193,cm,3.8378865880253317,bias -0.5958 cm = -3.25 sd; cov90 19%; n=126,FAIL
H,gis,,,hindcast/1920-1949,L24,0.08077099961444145,cm,0.440943461413723,bias +0.0267 cm = +0.15 sd; cov90 53%; n=30,PASS
H,gis,,,hindcast/1920-1949,BRICK 2.0,0.7952014328481865,cm,4.341148110027093,bias -0.7459 cm = -4.07 sd; cov90 27%; n=30,FAIL
H,gis,,,hindcast/1950-1992,L24,0.04940030742436226,cm,0.26968519214296915,bias -0.0142 cm = -0.08 sd; cov90 58%; n=43,PASS
H,gis,,,hindcast/1950-1992,BRICK 2.0,0.9104473318698599,cm,4.970296268040817,bias -0.8614 cm = -4.70 sd; cov90 0%; n=43,FAIL
H,gis,,,hindcast/1993-2026,L24,0.045888022761082,cm,0.2505109964008104,bias +0.0018 cm = +0.01 sd; cov90 45%; n=33,PASS
H,gis,,,hindcast/1993-2026,BRICK 2.0,0.1744871013354465,cm,0.9525565710733451,bias -0.1258 cm = -0.69 sd; cov90 45%; n=33,PASS
H,te,,,hindcast/full,L24,0.4395540661356211,cm,1.422100439949765,bias +0.2198 cm = +0.71 sd; cov90 33%; n=126,PASS
H,te,,,hindcast/full,BRICK 2.0,0.5357343917775332,cm,1.733275091596994,bias +0.3440 cm = +1.11 sd; cov90 91%; n=126,WARN
H,te,,,hindcast/1920-1949,L24,0.5451665083428192,cm,1.7637910580060319,bias +0.4078 cm = +1.32 sd; cov90 33%; n=30,WARN
H,te,,,hindcast/1920-1949,BRICK 2.0,0.7537980525331806,cm,2.4387819945907676,bias +0.6519 cm = +2.11 sd; cov90 90%; n=30,WARN
H,te,,,hindcast/1950-1992,L24,0.21564571970538932,cm,0.6976840768700732,bias -0.1063 cm = -0.34 sd; cov90 56%; n=43,PASS
H,te,,,hindcast/1950-1992,BRICK 2.0,0.19482494303489659,cm,0.6303220890183493,bias +0.0381 cm = +0.12 sd; cov90 100%; n=43,PASS
H,te,,,hindcast/1993-2026,L24,0.4298883891795737,cm,1.3908288296733486,bias +0.2831 cm = +0.92 sd; cov90 12%; n=33,PASS
H,te,,,hindcast/1993-2026,BRICK 2.0,0.28297857149722266,cm,0.9155277633090795,bias +0.1779 cm = +0.58 sd; cov90 85%; n=33,PASS
H,total,,,hindcast/full,L24,0.8646093421655484,cm,0.5621619940330869,bias +0.6898 cm = +0.45 sd; cov90 30%; n=125,PASS
H,total,,,hindcast/full,BRICK 2.0,0.7376607247515203,cm,0.47962103082019003,bias -0.3148 cm = -0.20 sd; cov90 47%; n=125,PASS
H,total,,,hindcast/1920-1949,L24,1.047126877801258,cm,0.6808334179642541,bias +0.9894 cm = +0.64 sd; cov90 27%; n=30,PASS
H,total,,,hindcast/1920-1949,BRICK 2.0,0.765056378197481,cm,0.4974334628839553,bias -0.4210 cm = -0.27 sd; cov90 63%; n=30,PASS
H,total,,,hindcast/1950-1992,L24,0.5171064453355515,cm,0.33621842404466484,bias +0.4809 cm = +0.31 sd; cov90 35%; n=43,PASS
H,total,,,hindcast/1950-1992,BRICK 2.0,0.9965689842388916,cm,0.6479610849080951,bias -0.9052 cm = -0.59 sd; cov90 9%; n=43,PASS
