block,component,scenario,horizon,metric,arm,value,unit,value_sigma,note,verdict
H,ais,,,hindcast/full,L24,0.03162056726989161,cm,0.18884240152407963,bias -0.0034 cm = -0.02 sd; cov90 82%; n=106,PASS
H,ais,,,hindcast/full,L23*,0.03168437981172857,cm,0.18922349885054415,bias -0.0037 cm = -0.02 sd; cov90 82%; n=106,PASS
H,ais,,,hindcast/full,BRICK 2.0,1.1757511688158073,cm,7.021748611238046,bias -0.8211 cm = -4.90 sd; cov90 31%; n=106,FAIL
H,ais,,,hindcast/1920-1949,L24,0.009939948669912876,cm,0.05936274836029729,bias -0.0096 cm = -0.06 sd; cov90 100%; n=30,PASS
H,ais,,,hindcast/1920-1949,L23*,0.009018229537092463,cm,0.053858114205987406,bias -0.0087 cm = -0.05 sd; cov90 100%; n=30,PASS
H,ais,,,hindcast/1920-1949,BRICK 2.0,1.9842706854871703,cm,11.850339000022418,bias -1.9579 cm = -11.69 sd; cov90 0%; n=30,FAIL
H,ais,,,hindcast/1950-1992,L24,0.00837556032358742,cm,0.050020004768291035,bias +0.0027 cm = +0.02 sd; cov90 98%; n=43,PASS
H,ais,,,hindcast/1950-1992,L23*,0.008614713983533518,cm,0.05144826350546103,bias +0.0019 cm = +0.01 sd; cov90 98%; n=43,PASS
H,ais,,,hindcast/1950-1992,BRICK 2.0,0.8082294255445154,cm,4.826857924449145,bias -0.7053 cm = -4.21 sd; cov90 2%; n=43,FAIL
H,ais,,,hindcast/1993-2026,L24,0.05504947120694291,cm,0.3287630565454245,bias -0.0057 cm = -0.03 sd; cov90 45%; n=33,PASS
H,ais,,,hindcast/1993-2026,L23*,0.05526310793594644,cm,0.33003892464147816,bias -0.0063 cm = -0.04 sd; cov90 45%; n=33,PASS
H,ais,,,hindcast/1993-2026,BRICK 2.0,0.0991516712222806,cm,0.5921474952971527,bias +0.0615 cm = +0.37 sd; cov90 97%; n=33,PASS
H,glaciers,,,hindcast/full,L24,0.33241429082367097,cm,0.7237603131025153,bias +0.1692 cm = +0.37 sd; cov90 53%; n=104,PASS
H,glaciers,,,hindcast/full,L23*,0.33152910192871676,cm,0.7218330054943513,bias +0.1693 cm = +0.37 sd; cov90 53%; n=104,PASS
H,glaciers,,,hindcast/full,BRICK 2.0,0.8940588962628659,cm,1.9466201199952224,bias +0.5000 cm = +1.09 sd; cov90 47%; n=104,WARN
H,glaciers,,,hindcast/1920-1949,L24,0.5909036165705763,cm,1.2865649833610426,bias +0.5283 cm = +1.15 sd; cov90 20%; n=30,WARN
H,glaciers,,,hindcast/1920-1949,L23*,0.5901531308910092,cm,1.2849309629069983,bias +0.5274 cm = +1.15 sd; cov90 20%; n=30,WARN
H,glaciers,,,hindcast/1920-1949,BRICK 2.0,1.6382486441740043,cm,3.5669325428493757,bias +1.5142 cm = +3.30 sd; cov90 0%; n=30,FAIL
H,glaciers,,,hindcast/1950-1992,L24,0.13470852729469177,cm,0.29329871965132187,bias +0.0783 cm = +0.17 sd; cov90 56%; n=43,PASS
H,glaciers,,,hindcast/1950-1992,L23*,0.13335129973367257,cm,0.29034364981337774,bias +0.0771 cm = +0.17 sd; cov90 56%; n=43,PASS
H,glaciers,,,hindcast/1950-1992,BRICK 2.0,0.13114982071295883,cm,0.28555040478960836,bias +0.0341 cm = +0.07 sd; cov90 95%; n=43,PASS
H,glaciers,,,hindcast/1993-2026,L24,0.08736573847839238,cm,0.19022002357021123,bias -0.0522 cm = -0.11 sd; cov90 81%; n=31,PASS
H,glaciers,,,hindcast/1993-2026,L23*,0.08380636556903413,cm,0.18247025792402774,bias -0.0494 cm = -0.11 sd; cov90 81%; n=31,PASS
H,glaciers,,,hindcast/1993-2026,BRICK 2.0,0.24600850950039985,cm,0.5356303888762102,bias +0.1647 cm = +0.36 sd; cov90 26%; n=31,PASS
H,gis,,,hindcast/full,L24,0.05909249771314075,cm,0.32259660781214383,bias +0.0024 cm = +0.01 sd; cov90 53%; n=106,PASS
H,gis,,,hindcast/full,L23*,0.05848802082203018,cm,0.31929665939026936,bias +0.0014 cm = +0.01 sd; cov90 52%; n=106,PASS
H,gis,,,hindcast/full,BRICK 2.0,0.7230147179026976,cm,3.9470678075906904,bias -0.5975 cm = -3.26 sd; cov90 22%; n=106,FAIL
H,gis,,,hindcast/1920-1949,L24,0.08077099961444145,cm,0.440943461413723,bias +0.0267 cm = +0.15 sd; cov90 53%; n=30,PASS
H,gis,,,hindcast/1920-1949,L23*,0.07963952429728617,cm,0.43476653349117395,bias +0.0236 cm = +0.13 sd; cov90 53%; n=30,PASS
H,gis,,,hindcast/1920-1949,BRICK 2.0,0.7876326016987747,cm,4.299828495043884,bias -0.7371 cm = -4.02 sd; cov90 27%; n=30,FAIL
H,gis,,,hindcast/1950-1992,L24,0.04940030742436226,cm,0.26968519214296915,bias -0.0142 cm = -0.08 sd; cov90 58%; n=43,PASS
H,gis,,,hindcast/1950-1992,L23*,0.049025124003374665,cm,0.26763699814877556,bias -0.0143 cm = -0.08 sd; cov90 56%; n=43,PASS
H,gis,,,hindcast/1950-1992,BRICK 2.0,0.9132443162126479,cm,4.9855655102628536,bias -0.8659 cm = -4.73 sd; cov90 0%; n=43,FAIL
H,gis,,,hindcast/1993-2026,L24,0.045888022761082,cm,0.2505109964008104,bias +0.0018 cm = +0.01 sd; cov90 45%; n=33,PASS
H,gis,,,hindcast/1993-2026,L23*,0.04572229574966773,cm,0.249606262741309,bias +0.0016 cm = +0.01 sd; cov90 45%; n=33,PASS
H,gis,,,hindcast/1993-2026,BRICK 2.0,0.1685880472577014,cm,0.9203525704230598,bias -0.1209 cm = -0.66 sd; cov90 45%; n=33,PASS
H,te,,,hindcast/full,L24,0.4006405347493443,cm,1.2962025029998454,bias +0.1604 cm = +0.52 sd; cov90 36%; n=106,PASS
H,te,,,hindcast/full,L23*,0.4007490254299016,cm,1.2965535056555766,bias +0.1616 cm = +0.52 sd; cov90 36%; n=106,PASS
H,te,,,hindcast/full,BRICK 2.0,0.3242598975630279,cm,1.0490862865551778,bias +0.1908 cm = +0.62 sd; cov90 96%; n=106,PASS
H,te,,,hindcast/1920-1949,L24,0.5451665083428192,cm,1.7637910580060319,bias +0.4078 cm = +1.32 sd; cov90 33%; n=30,WARN
H,te,,,hindcast/1920-1949,L23*,0.5474449260584532,cm,1.7711624807397093,bias +0.4107 cm = +1.33 sd; cov90 33%; n=30,WARN
H,te,,,hindcast/1920-1949,BRICK 2.0,0.4741184495400583,cm,1.5339274679151402,bias +0.3885 cm = +1.26 sd; cov90 100%; n=30,WARN
H,te,,,hindcast/1950-1992,L24,0.21564571970538932,cm,0.6976840768700732,bias -0.1063 cm = -0.34 sd; cov90 56%; n=43,PASS
H,te,,,hindcast/1950-1992,L23*,0.21479764230660073,cm,0.6949402705107512,bias -0.1046 cm = -0.34 sd; cov90 56%; n=43,PASS
H,te,,,hindcast/1950-1992,BRICK 2.0,0.18965745910212953,cm,0.6136035969365266,bias +0.0499 cm = +0.16 sd; cov90 100%; n=43,PASS
H,te,,,hindcast/1993-2026,L24,0.4298883891795737,cm,1.3908288296733486,bias +0.2831 cm = +0.92 sd; cov90 12%; n=33,PASS
H,te,,,hindcast/1993-2026,L23*,0.428130652939275,cm,1.3851419809481837,bias +0.2819 cm = +0.91 sd; cov90 12%; n=33,PASS
H,te,,,hindcast/1993-2026,BRICK 2.0,0.2941324145652627,cm,0.9516140752243384,bias +0.1946 cm = +0.63 sd; cov90 88%; n=33,PASS
H,total,,,hindcast/full,L24,0.6794099588355271,cm,0.4417468544444514,bias +0.5397 cm = +0.35 sd; cov90 34%; n=105,PASS
H,total,,,hindcast/full,L23*,0.6823182695508173,cm,0.44363781452461937,bias +0.5425 cm = +0.35 sd; cov90 33%; n=105,PASS
H,total,,,hindcast/full,BRICK 2.0,1.819830591542203,cm,1.1832391165025065,bias -1.3318 cm = -0.87 sd; cov90 25%; n=105,PASS
H,total,,,hindcast/1920-1949,L24,1.047126877801258,cm,0.6808334179642541,bias +0.9894 cm = +0.64 sd; cov90 27%; n=30,PASS
H,total,,,hindcast/1920-1949,L23*,1.0518223179467154,cm,0.6838863551305611,bias +0.9950 cm = +0.65 sd; cov90 23%; n=30,PASS
H,total,,,hindcast/1920-1949,BRICK 2.0,2.5470114233655377,cm,1.6560462057904362,bias -2.4846 cm = -1.62 sd; cov90 0%; n=30,WARN
H,total,,,hindcast/1950-1992,L24,0.5171064453355515,cm,0.33621842404466484,bias +0.4809 cm = +0.31 sd; cov90 35%; n=43,PASS
H,total,,,hindcast/1950-1992,L23*,0.5202414505513508,cm,0.33825677905364926,bias +0.4841 cm = +0.31 sd; cov90 35%; n=43,PASS
H,total,,,hindcast/1950-1992,BRICK 2.0,1.8671936241473779,cm,1.2140341768312453,bias -1.5605 cm = -1.01 sd; cov90 12%; n=43,WARN
