marker,specie,pulse_Gt,component,horizon,n_draws,base_med_cm,pulse_med_cm,paired_med_cm,diff_of_med_cm,paired_mean_cm,paired_p05_cm,paired_p95_cm,per_unit_cm,se_mean_cm,p_fired,smooth_term_cm,premium_cm
H,CO2,10.0,glaciers,2100,2000,10.98109028039405,10.995764476396829,0.015094872514584523,0.014674196002779638,0.015470410998709062,0.010407887066677547,0.02165149275974834,0.0015094872514584523,7.742966298609062e-5,0.10008026159334125,0.013886563862115096,0.001584077605280987
H,CO2,10.0,glaciers,2150,2000,17.079600712226046,17.091812002211842,0.013008091602047855,0.012211289985796014,0.013116196217061756,0.00926670004623933,0.017360519720131685,0.0013008091602047856,5.459500815144225e-5,0.12795719381688467,0.011435080250953477,0.0016810174751475137
H,CO2,10.0,glaciers,2300,2000,25.259500458987603,25.263708980642292,0.00514512594858374,0.004208521654689434,0.005091817130884147,0.001865746963548176,0.008053833440944479,0.000514512594858374,4.202967798293391e-5,0.13518906064209274,0.0043607687963564306,0.0007288466950391113
H,CO2,10.0,gis,2100,2000,9.703048167446529,9.720276640851043,0.01637199682260171,0.017228473404514943,0.01774839196166454,0.009914274466007011,0.029784018366318145,0.0016371996822601709,0.0001477288387687367,0.10008026159334125,0.015909482509350776,0.0018393154172503996
H,CO2,10.0,gis,2150,2000,17.93663864495874,17.958972661303694,0.021873870334705003,0.0223340163449528,0.025796930086757517,0.012494121070577437,0.05250483685893314,0.0021873870334705005,0.0002838626854063071,0.12795719381688467,0.02259367480868657,0.0032066847901512357
H,CO2,10.0,gis,2300,2000,57.23898997969863,57.31273813917585,0.07609492585081057,0.07374815947721913,0.06767387776927225,0.013981649241125816,0.10210361396115743,0.007609492585081057,0.0006160348708942094,0.13518906064209274,0.059161695347201615,0.008545012594557734
H,CO2,10.0,ais,2100,2000,25.336833192254048,25.472422970395208,0.009491930196803722,0.1355897781411599,0.10329446801366106,0.003994870751578139,0.9052087712760556,0.0009491930196803722,0.006673432520803155,0.10008026159334125,0.008999525537754433,0.09483901267759969
H,CO2,10.0,ais,2150,2000,76.86984292231685,77.10766763146344,0.019841554129072847,0.2378247091465937,0.14467095774897176,0.007638953254228652,1.0187902339709154,0.001984155412907285,0.00748346025241976,0.12795719381688467,0.01890898260296805,0.12199520046421565
H,CO2,10.0,ais,2300,2000,255.0880175786826,255.36102110759145,0.06549628916708627,0.27300352890884483,0.20506970135102967,0.020467625786110232,1.047006849962136,0.0065496289167086275,0.008007456652358603,0.13518906064209274,0.06867970239465125,0.13078580257390643
H,CO2,10.0,te,2100,2000,23.59144503895795,23.622459577440154,0.032978392902805354,0.03101453848220359,0.03361122363590622,0.022333301952010307,0.04641011495122455,0.003297839290280535,0.00016899929897754902,0.10008026159334125,0.030168544394711207,0.0034431902745703964
H,CO2,10.0,te,2150,2000,41.14194532137232,41.18600070265841,0.042172595732711926,0.044055381286092654,0.04336589560926056,0.0270505142242623,0.06211640431505997,0.004217259573271193,0.00024667676853760084,0.12795719381688467,0.03778195346256161,0.005582714169577711
H,CO2,10.0,te,2300,2000,89.57174151589749,89.63464220571348,0.056478300806887205,0.06290068981599006,0.05771402831570699,0.029642468707551828,0.08961801392740512,0.005647830080688721,0.00041138873209611057,0.13518906064209274,0.04986149837917193,0.007849939735807115
H,CO2,10.0,lws,2100,2000,2.596380650083528,2.596380650083528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10008026159334125,0.0,0.0
H,CO2,10.0,lws,2150,2000,4.2307986469202445,4.2307986469202445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12795719381688467,0.0,0.0
H,CO2,10.0,lws,2300,2000,8.483616077316128,8.483616077316128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13518906064209274,0.0,0.0
H,CO2,10.0,total,2100,2000,72.37847199954216,72.51558037715449,0.07549506741660394,0.13710837761233563,0.1701244946099413,0.05330880831011946,0.9746009476321787,0.007549506741660395,0.006695281083384802,0.10008026159334125,0.06896411630393189,0.10170559597470154
H,CO2,10.0,total,2150,2000,158.38431108798432,158.4742247741911,0.10217800698168844,0.08991368620678486,0.226949979662052,0.06598286056048011,1.0980118349813817,0.010217800698168845,0.007503928182376851,0.12795719381688467,0.09071969112516984,0.13246561689909234
H,CO2,10.0,total,2300,2000,439.2117624465652,439.3891639493547,0.20987929639221647,0.1774015027895075,0.3355494245668923,0.08641241070519072,1.1792663240763743,0.020987929639221647,0.008087405172367458,0.13518906064209274,0.1820636649173811,0.14790960159930974
