block,component,scenario,horizon,metric,arm,value,unit,value_sigma,note,verdict
H,ais,,,hindcast/full,L21,0.03110942904880134,cm,0.18578981336658185,bias -0.0024 cm = -0.01 sd; cov90 83%; n=106,PASS
H,ais,,,hindcast/full,BRICK 2.0,1.1757511688158073,cm,7.021748611238046,bias -0.8211 cm = -4.90 sd; cov90 31%; n=106,FAIL
H,ais,,,hindcast/1920-1949,L21,0.007925545655414555,cm,0.047332454923486596,bias -0.0075 cm = -0.04 sd; cov90 100%; n=30,PASS
H,ais,,,hindcast/1920-1949,BRICK 2.0,1.9842706854871703,cm,11.850339000022418,bias -1.9579 cm = -11.69 sd; cov90 0%; n=30,FAIL
H,ais,,,hindcast/1950-1992,L21,0.007924194895912602,cm,0.04732438800090254,bias +0.0030 cm = +0.02 sd; cov90 98%; n=43,PASS
H,ais,,,hindcast/1950-1992,BRICK 2.0,0.8082294255445154,cm,4.826857924449145,bias -0.7053 cm = -4.21 sd; cov90 2%; n=43,FAIL
H,ais,,,hindcast/1993-2026,L21,0.054495458700544716,cm,0.32545441722565405,bias -0.0048 cm = -0.03 sd; cov90 48%; n=33,PASS
H,ais,,,hindcast/1993-2026,BRICK 2.0,0.0991516712222806,cm,0.5921474952971527,bias +0.0615 cm = +0.37 sd; cov90 97%; n=33,PASS
H,glaciers,,,hindcast/full,L21,0.33659331227114947,cm,0.7328592295895131,bias +0.1721 cm = +0.37 sd; cov90 52%; n=104,PASS
H,glaciers,,,hindcast/full,BRICK 2.0,0.8940588962628659,cm,1.9466201199952224,bias +0.5000 cm = +1.09 sd; cov90 47%; n=104,WARN
H,glaciers,,,hindcast/1920-1949,L21,0.598971237658756,cm,1.3041304855851052,bias +0.5356 cm = +1.17 sd; cov90 20%; n=30,WARN
H,glaciers,,,hindcast/1920-1949,BRICK 2.0,1.6382486441740043,cm,3.5669325428493757,bias +1.5142 cm = +3.30 sd; cov90 0%; n=30,FAIL
H,glaciers,,,hindcast/1950-1992,L21,0.13507317970404184,cm,0.2940926715037252,bias +0.0799 cm = +0.17 sd; cov90 56%; n=43,PASS
H,glaciers,,,hindcast/1950-1992,BRICK 2.0,0.13114982071295883,cm,0.28555040478960836,bias +0.0341 cm = +0.07 sd; cov90 95%; n=43,PASS
H,glaciers,,,hindcast/1993-2026,L21,0.08709743618956405,cm,0.18963585329255153,bias -0.0518 cm = -0.11 sd; cov90 77%; n=31,PASS
H,glaciers,,,hindcast/1993-2026,BRICK 2.0,0.24600850950039985,cm,0.5356303888762102,bias +0.1647 cm = +0.36 sd; cov90 26%; n=31,PASS
H,gis,,,hindcast/full,L21,0.05865943530916371,cm,0.3202324420059844,bias +0.0013 cm = +0.01 sd; cov90 56%; n=106,PASS
H,gis,,,hindcast/full,BRICK 2.0,0.7230147179026976,cm,3.9470678075906904,bias -0.5975 cm = -3.26 sd; cov90 22%; n=106,FAIL
H,gis,,,hindcast/1920-1949,L21,0.07983763127888584,cm,0.43584803525063914,bias +0.0247 cm = +0.13 sd; cov90 57%; n=30,PASS
