ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp245,glaciers,2100,fixed,1000,13.34318032593257,13.420304382384183,11.56781378417726,15.57327507376911,4.005461289591851,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp245 | climate magicc | lws central (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp245,glaciers,2100,joint,1000,13.301793634562099,13.48087442111528,10.842574028845489,16.59974237408863,5.757168345243143,1.4373296679219154,0.9968982888367299,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp245 | climate magicc | lws central (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp245,glaciers,2150,fixed,1000,20.68630238816398,20.712782707375176,17.097097389636705,24.359654627377786,7.262557237741081,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp245 | climate magicc | lws central (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp245,glaciers,2150,joint,1000,20.215460353043074,20.52793923998158,16.111667265663883,26.198850307662013,10.08718304199813,1.3889299198329776,0.9772389465122434,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp245 | climate magicc | lws central (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp245,glaciers,2300,fixed,1000,32.499411152746575,32.31244261206266,23.172952032639973,40.93241374953199,17.759461716892016,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp245 | climate magicc | lws central (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp245,glaciers,2300,joint,1000,31.234386872007367,31.61254839569268,22.43983790569287,41.451488212754526,19.011650307061657,1.0705082513271569,0.9610754707279581,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp245 | climate magicc | lws central (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp245,gis,2100,fixed,1000,7.029193476050668,7.323460899289029,4.944599486115678,10.812286430036174,5.867686943920496,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp245 | climate magicc | lws central (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp245,gis,2100,joint,1000,7.010080998784007,7.348544174977665,4.950013328792975,10.929209368019947,5.979196039226972,1.0190039271645208,0.997280985744413,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp245 | climate magicc | lws central (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp245,gis,2150,fixed,1000,11.345828502468326,11.947094472008615,7.587869030054763,18.412357132352586,10.824488102297824,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp245 | climate magicc | lws central (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp245,gis,2150,joint,1000,11.192890616937468,11.886475018918745,7.601260342359137,18.44041495265904,10.839154610299904,1.0013549377913737,0.9865203422123308,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp245 | climate magicc | lws central (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp245,gis,2300,fixed,1000,23.709949480659592,25.217269143797658,15.08101025536521,40.25126942269555,25.17025916733034,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp245 | climate magicc | lws central (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
