ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvM,glaciers,2100,fixed,2000,10.29997716637819,10.316524854210162,8.999092789298025,11.770536755669733,2.7714439663717076,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,glaciers,2100,joint,2000,9.727073138933388,9.93568850867198,7.8554398033289585,12.742899654026123,4.887459850697165,1.7635066449117796,0.9443781264569295,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,glaciers,2150,fixed,2000,15.20335119904527,15.241626493022451,13.034652565777801,17.619405642065082,4.5847530762872815,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,glaciers,2150,joint,2000,14.434464397646458,14.709167931956038,11.408461625173954,19.150296859302518,7.741835234128564,1.6886046217341497,0.9494264921376613,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,glaciers,2300,fixed,2000,21.74117115513358,21.84840374147591,18.2449062403454,25.833641556803283,7.588735316457882,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,glaciers,2300,joint,2000,20.585685913145905,20.86057125700126,16.13446639034769,26.642878153432225,10.508411763084535,1.3847382106336845,0.9468526679753019,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2100,fixed,2000,7.747795550472574,7.761668454988185,6.163544419181857,9.340970299324876,3.1774258801430193,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2100,joint,2000,7.404290328917342,7.5754580593969525,5.684527894354306,9.926877349750823,4.242349455396517,1.3351529242298374,0.9556641344860629,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2150,fixed,2000,13.137825058344466,13.182788921154847,9.689073264209174,16.702326970311265,7.013253706102091,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2150,joint,2000,12.410347634064909,12.893707622152284,8.747499621658116,18.788321100448986,10.04082147879087,1.4316923213621306,0.9446272559537926,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2300,fixed,2000,25.288889627226254,25.42071149355543,16.232789804062598,35.0116323491813,18.7788425451187,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2300,joint,2000,22.917589988620747,27.101068143089837,13.868927546624855,61.32117273106978,47.45224518444493,2.5268993587029933,0.9062315636012527,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2100,fixed,2000,18.666542043032514,21.92157666076468,4.76381070861417,53.55927813809819,48.79546742948402,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2100,joint,2000,9.598639371394189,18.703451930368356,3.8600851716723112,54.77182919082834,50.91174401915603,1.0433703518206956,0.5142162565121151,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2150,fixed,2000,63.025555274014195,64.31522404854397,12.037776210592334,119.82964600980957,107.79186979921724,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2150,joint,2000,53.55128279191315,55.69069132543386,7.982830114283968,119.98688254307011,112.00405242878614,1.039076997526946,0.8496756999456799,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2300,fixed,2000,209.14128962394906,215.37469051439956,117.0754868044905,341.2279871014593,224.1525002969688,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2300,joint,2000,191.61737629584013,191.2053172182107,22.879450663760995,343.56739427777813,320.6879436140171,1.4306685992311179,0.9162101689263838,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2100,fixed,2000,20.90847191713342,20.892250609729228,18.57633558640945,23.259162879524617,4.682827293115167,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
