ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvML,glaciers,2100,fixed,2000,9.47414665539766,9.491212000506613,8.265516118351938,10.813529200291018,2.5480130819390805,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2100,joint,2000,9.299210594012752,9.485608489114412,7.270108856125657,12.45710246259466,5.186993606469003,2.0357013247834717,0.9815354281765057,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2150,fixed,2000,11.9275975187863,11.946952277955596,10.223001381505275,13.787819468273549,3.5648180867682733,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2150,joint,2000,11.611645971879152,11.900127356006275,8.788893430693383,15.989642456641851,7.200749025948468,2.019948522107166,0.9735108812642684,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2300,fixed,2000,12.638902082009944,12.680936482302808,10.682425161555589,14.880546603074484,4.198121441518895,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2300,joint,2000,12.268869929394679,12.595652079675805,9.133279902414172,17.086551846517736,7.953271944103564,1.894483533860336,0.9707227613431737,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2100,fixed,2000,7.254513406443261,7.249121165339794,5.8124264481027135,8.662094779981905,2.849668331879191,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2100,joint,2000,7.080625635644452,7.248727819119425,5.427161718330804,9.604616270484831,4.177454552154027,1.4659441259956165,0.9760304018951339,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2150,fixed,2000,10.04270467173193,10.052234318787988,7.657507607570589,12.425023800918318,4.767516193347729,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2150,joint,2000,9.70302694955015,10.05813184365711,7.056482108632876,14.050202586484982,6.993720477852106,1.4669526424704489,0.9661766692056674,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2300,fixed,2000,10.230297824779807,10.39225440648082,7.308303547118702,13.906009281226899,6.597705734108197,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2300,joint,2000,9.947460933333842,10.392043059911503,6.449923737329608,15.664423493392059,9.214499756062452,1.39662181482666,0.9723530149082387,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2100,fixed,2000,6.069403714373801,15.440379044368031,4.098185066872589,49.59055537448021,45.49237030760762,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2100,joint,2000,5.781169034133589,16.982506263699097,3.6791727598112227,57.44015173055719,53.76097897074597,1.1817581411394515,0.9525102145442057,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2150,fixed,2000,10.028101459072715,28.153129719297876,6.599249049996766,96.7224497975518,90.12320074755503,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2150,joint,2000,9.524358591919826,31.968452787011742,5.642660545332014,113.93689716982945,108.29423662449743,1.201624395563152,0.9497668756933908,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2300,fixed,2000,15.06519301219603,32.9156994871607,10.580830907579433,102.66224575739072,92.0814148498113,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
